Player Name,Age,Position,Team,OverallComposite,OverallComposite_Percentile,OffensiveComposite,OffensiveComposite_Percentile,MidfielderType,ShootingComposite,ShootingComposite_Percentile,PassingComposite,PassingComposite_Percentile,DribblingComposite,DribblingComposite_Percentile,DefendingComposite,DefendingComposite_Percentile,PositioningComposite,PositioningComposite_Percentile,TeamNPXG/90,Team Tackles/90,Team Touches/90,Team Sucessful Take-Ons,Team Passes Completed,Season,League,90s,npxG,Share of npxG,Non Penalty Goals,Non Penalty Goals/TeamXG,Shots,Passes Attempted,Pass Completion %,Passes Completed,Share of Passes Completed,Average Pass Length,Assists,xAG,Progressive Passes,Progressive Passes/Passes Completed,Successful Take-Ons,Share of Sucessful Take-Ons,Successful Take-On Percentage,Progressive Carries,Tackles Won,Share of Tackles Won,Tackle Completion %,Blocks,Aerial Duels Won,Aerial Duel Win %,Interceptions,Progressive Passes Received,Touches,Share of Touches,Player Image Address,Team Image Address,90s_Percentile,npxG_Percentile,Share of npxG_Percentile,Non Penalty Goals_Percentile,Non Penalty Goals/TeamXG_Percentile,Shots_Percentile,Passes Completed_Percentile,Share of Passes Completed_Percentile,Pass Completion %_Percentile,Average Pass Length_Percentile,Assists_Percentile,xAG_Percentile,Progressive Passes/Passes Completed_Percentile,Successful Take-Ons_Percentile,Share of Sucessful Take-Ons_Percentile,Successful Take-On Percentage_Percentile,Progressive Carries_Percentile,Tackles Won_Percentile,Share of Tackles Won_Percentile,Tackle Completion %_Percentile,Aerial Duels Won_Percentile,Aerial Duel Win %_Percentile,Interceptions_Percentile,Blocks_Percentile,Progressive Passes Received_Percentile,Touches_Percentile,Share of Touches_Percentile
Morgan Gibbs-White,24,MF,Nottingham Forest,55.59,65.7,26.18,72.2,Offensive-Minded,76.71,81.5,46.1,43.5,61.94,68.5,33.97,21.3,41.69,26.9,1.14,18.36842105263158,499.9,6.82,284.8,2024/2025,Premier League,31.1,0.2,0.18,0.04,0.04,1.96,0.4075,0.78,0.32,0,15.5,0.26,0.16,5.27,16.52,1,0.15,0.4,2.22,0.71,0.04,0.51,0.58,1.28,0.42,0.74,4.37,52.21,0.1,https://fbref.com/req/202302030/images/headshots/32f60ed8_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/e4a775cb.png,86.1,84.3,90.7,34.3,37,86.1,0,0,23.1,28.7,92.6,74.1,100,74.1,81.5,32.4,72.2,15.7,15.7,28.7,77.8,33.3,32.4,5.6,80.6,26.9,71.3
Elliot Anderson,21,MF,Nottingham Forest,68.98,99.1,25.93,70.4,Defensive-Minded,47.19,46.3,53.88,61.1,69.57,77.8,83.66,96.3,71.29,94.4,1.14,18.36842105263158,499.9,6.82,284.8,2024/2025,Premier League,30.3,0.07,0.06,0.07,0.06,1.32,45.73,0.78,35.81,0.13,16.09,0.2,0.11,4.72,0.13,1.19,0.17,0.48,1.72,1.85,0.1,0.61,1.58,1.85,0.65,1.02,3.13,60.44,0.12,https://fbref.com/req/202302030/images/headshots/de31038e_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/e4a775cb.png,84.3,35.2,43.5,48.1,49.1,59.3,39.8,89.8,23.1,50.9,82.4,56.5,67.6,83.3,86.1,62,63.9,83.3,76.9,75.9,91.7,92.6,61.1,80.6,64.8,65.7,93.5
Ryan Yates,26,MF,Nottingham Forest,45.49,38,16.87,21.3,Defensive-Minded,63.52,67.6,25.38,1.9,36.29,28.7,51.3,47.2,51.2,56.5,1.14,18.36842105263158,499.9,6.82,284.8,2024/2025,Premier League,21.3,0.11,0.1,0.09,0.08,1.55,35.62,0.81,29.03,0.1,14.84,0.05,0.06,2.49,0.09,0.42,0.06,0.5,0.85,0.99,0.05,0.5,1.79,2.11,0.6,1.22,0.75,48.92,0.1,https://fbref.com/req/202302030/images/headshots/c1fe2a48_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/e4a775cb.png,50,57.4,68.5,54.6,63,67.6,15.7,52.8,37,13,31.5,27.8,13.9,25,28.7,65.7,21.3,35.2,29.6,25,94.4,80.6,72.2,88,11.1,15.7,49.1
Ibrahim Sangare,26,MF,Nottingham Forest,31.51,2.8,10.93,0,Defensive-Minded,0.27,0,54.49,63.9,0,0,55.16,59.3,58.02,70.4,1.14,18.36842105263158,499.9,6.82,284.8,2024/2025,Premier League,6.6,0,0,0,0,0.15,49.27,0.85,42.08,0.15,16.38,0.15,0.06,4.12,0.1,0,0,0,0.15,2.14,0.12,0.5,1.53,1.53,0.5,0.92,0.61,62.08,0.12,https://fbref.com/req/202302030/images/headshots/bced0375_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/e4a775cb.png,6.5,0,0,0,0,0.9,63.9,98.1,66.7,58.3,67.6,27.8,28.7,0,0,0,0,92.6,88,23.1,82.4,48.1,52.8,77.8,7.4,71.3,96.3
Carlos Baleba,20,MF,Brighton,64.66,95.4,26.07,71.3,Balanced,57.66,60.2,49.15,49.1,69.81,79.6,69.18,83.3,60.52,78.7,1.4,18.55263157894737,623.1,8.89,416.3,2024/2025,Premier League,29.6,0.1,0.07,0.1,0.07,1.49,44.44,0.87,38.84,0.09,16.8,0.03,0.04,3.99,0.1,1.12,0.13,0.58,1.45,1.56,0.08,0.58,1.59,1.32,0.6,1.56,0.98,57.4,0.09,https://fbref.com/req/202302030/images/headshots/a1390d2f_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/d07537b9.png,82.4,54.6,50.9,61.1,57.4,64.8,50,36.1,79.6,71.3,26.9,12,36.1,80.6,70.4,88,51.9,67.6,60.2,60.2,78.7,80.6,91.7,81.5,20.4,50.9,33.3
Yasin Ayari,20,MF,Brighton,45.8,39.8,18.84,29.6,Balanced,56.47,58.3,32.27,6.5,44.95,38,46.39,40.7,47.51,44.4,1.4,18.55263157894737,623.1,8.89,416.3,2024/2025,Premier League,21.8,0.11,0.08,0.09,0.06,1.28,44.56,0.81,36.32,0.09,15.03,0.05,0.11,3.44,0.09,0.82,0.09,0.4,1.37,1.47,0.08,0.54,1.1,0.73,0.44,0.92,2.79,56.47,0.09,https://fbref.com/req/202302030/images/headshots/f173303a_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/d07537b9.png,51.9,57.4,57.4,54.6,50.9,57.4,41.7,26.9,37,15.7,31.5,56.5,24.1,60.2,55.6,27.8,48.1,60.2,52.8,42.6,48.1,39.8,52.8,43.5,59.3,47.2,26.9
Matt O'Riley,23,MF,Brighton,48.42,48.1,28.28,83.3,Offensive-Minded,84.91,86.1,45.51,41.7,71.22,82.4,33.89,19.4,46.5,40.7,1.4,18.55263157894737,623.1,8.89,416.3,2024/2025,Premier League,10.4,0.19,0.14,0.19,0.14,2.01,39.63,0.76,30.32,0.07,15.88,0.19,0.23,3.65,0.12,0.77,0.09,0.62,2.11,0.86,0.05,0.56,0.67,0.48,0.38,1.25,4.99,50.37,0.08,https://fbref.com/req/202302030/images/headshots/fb495bb8_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/d07537b9.png,18.5,83.3,83.3,84.3,84.3,88,19.4,13.9,17.6,44.4,80.6,92.6,59.3,52.8,49.1,92.6,70.4,26.9,24.1,48.1,25.9,26.9,74.1,9.3,87,20.4,13
Diego Gomez,21,MF,Brighton,61.02,89.8,25.3,68.5,Defensive-Minded,75.95,80.6,42.56,28.7,61.3,66.7,90.96,100,86.23,100,1.4,18.55263157894737,623.1,8.89,416.3,2024/2025,Premier League,5.7,0.16,0.11,0.17,0.12,1.57,52.67,0.8,42.4,0.1,15.29,0,0.12,4.71,0.11,1.05,0.12,0.5,1.4,2.27,0.12,0.62,2.27,1.74,0.71,1.4,4.01,70.29,0.11,https://fbref.com/req/202302030/images/headshots/916728da_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/d07537b9.png,3.7,80.6,76.9,80.6,79.6,68.5,65.7,51.9,34.3,24.1,0,62,49.1,77.8,68.5,65.7,49.1,95.4,91.7,84.3,88,99.1,84.3,97.2,76.9,86.1,88
Max Wieffer,24,MF,Brighton,57.41,74.1,24.81,63,Defensive-Minded,37.19,36.1,65.75,88.9,52.91,49.1,78.74,93.5,81.48,99.1,1.4,18.55263157894737,623.1,8.89,416.3,2024/2025,Premier League,11.3,0.07,0.05,0.09,0.06,0.8,61.89,0.85,52.67,0.13,16.43,0.27,0.14,5.5,0.1,0.62,0.07,0.47,1.6,3.01,0.16,0.59,1.6,2.84,0.56,1.51,2.04,76.88,0.12,https://fbref.com/req/202302030/images/headshots/4876c9ab_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/d07537b9.png,19.4,35.2,38,54.6,50.9,27.8,92.6,91.7,63,59.3,93.5,69.4,38.9,40.7,36.1,56.5,61.1,99.1,97.2,61.1,98.1,72.2,89.8,83.3,46.3,95.4,95.4
Justin Kluivert,25,MF,Bournemouth,48.41,47.2,28.1,82.4,Offensive-Minded,88.01,88.9,41.2,24.1,73.72,88.9,8.6,2.8,32.01,8.3,1.54,18.18421052631579,568.9,7.74,341.5,2024/2025,Premier League,26,0.22,0.14,0.23,0.15,2.19,30.08,0.74,22.38,0.07,15.2,0.23,0.18,4.04,0.18,1.38,0.18,0.41,3.12,0.42,0.02,0.48,0.92,0.31,0.22,0.54,6.65,41.77,0.07,https://fbref.com/req/202302030/images/headshots/4c3a6744_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/4ba7cbea.png,70.4,88.9,84.3,88.9,86.1,90.7,2.8,6.5,7.4,21.3,88.9,79.6,90.7,87,88.9,34.3,92.6,1.9,1.9,14.8,12,4.6,22.2,26.9,96.3,1.9,2.8
Ryan Christie,29,MF,Bournemouth,59.44,82.4,26.94,75.9,Balanced,50.35,50.9,64.06,85.2,60.61,64.8,57.1,64.8,68.11,92.6,1.54,18.18421052631579,568.9,7.74,341.5,2024/2025,Premier League,23.5,0.08,0.05,0.09,0.06,1.4,44.89,0.79,35.6,0.1,17.78,0.13,0.13,5.82,0.16,0.98,0.13,0.48,1.45,1.4,0.08,0.61,1.87,0.85,0.42,1.28,1.87,58.5,0.1,https://fbref.com/req/202302030/images/headshots/26ce2263_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/4ba7cbea.png,59.3,44.4,40.7,54.6,47.2,63,38.9,56.5,27.8,91.7,60.2,66.7,88,72.2,71.3,61.1,51.9,56.5,50.9,76.9,58.3,31.5,75,91.7,45.4,59.3,62
Tyler Adams,25,MF,Bournemouth,48.09,45.4,12.04,1.9,Defensive-Minded,19.59,22.2,43.79,36.1,8.8,0.9,83.2,95.4,64.84,88.9,1.54,18.18421052631579,568.9,7.74,341.5,2024/2025,Premier League,21.8,0.07,0.05,0,0,0.41,48.96,0.84,41.32,0.12,15.88,0.14,0.05,3.48,0.08,0.18,0.02,0.22,0.64,2.29,0.13,0.6,1.51,1.42,0.63,1.47,0.46,61.24,0.11,https://fbref.com/req/202302030/images/headshots/2b09d998_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/4ba7cbea.png,51.9,35.2,34.3,0,0,7.4,59.3,88,57.4,43.5,65.7,21.3,12,7.4,7.4,4.6,13,96.3,92.6,71.3,80.6,89.8,88,76.9,5.6,68.5,77.8
Alex Scott,20,MF,Bournemouth,45.57,38.9,22.18,53.7,Balanced,45.16,41.7,55.25,65.7,44.07,36.1,49.07,45.4,72,95.4,1.54,18.18421052631579,568.9,7.74,341.5,2024/2025,Premier League,8.4,0.08,0.05,0,0,1.79,40.77,0.84,34.08,0.1,16.03,0,0.11,6.2,0.18,0.72,0.09,0.23,1.79,1.67,0.09,0.52,2.03,0.83,0.5,1.19,3.93,57.81,0.1,https://fbref.com/req/202302030/images/headshots/104d0bb8_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/4ba7cbea.png,11.1,44.4,40.7,0,0,79.6,32.4,46.3,53.7,49.1,0,56.5,91.7,50,57.4,5.6,65.7,73.1,67.6,30.6,57.4,48.1,70.4,95.4,75,54.6,57.4
Lewis Cook,27,MF,Bournemouth,52.2,57.4,19.65,34.3,Balanced,14.91,14.8,56.06,68.5,46.3,40.7,50.95,46.3,50.45,51.9,1.54,18.18421052631579,568.9,7.74,341.5,2024/2025,Premier League,33.1,0.03,0.02,0.03,0.02,0.42,47.9,0.77,36.98,0.11,17.27,0.09,0.12,4.78,0.13,0.39,0.05,0.65,1,1.27,0.07,0.52,0.91,1.24,0.55,1.24,1.57,57.42,0.1,https://fbref.com/req/202302030/images/headshots/2afc7272_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/4ba7cbea.png,93.5,11.1,13,31.5,32.4,8.3,44.4,63,19.4,84.3,46.3,62,64.8,20.4,18.5,95.4,29.6,49.1,47.2,29.6,75.9,68.5,73.1,23.1,38.9,51.9,55.6
Mikkel Damsgaard,24,MF,Brentford,60.19,86.1,29.42,89.8,Offensive-Minded,45.91,43.5,63.7,84.3,80.61,95.4,36.71,25.9,58.2,72.2,1.43,6.459183673469388,565.6,6.97,351.5,2024/2025,Premier League,32.3,0.09,0.06,0.06,0.04,1.08,47.27,0.72,34.22,0.1,17.22,0.31,0.26,7.23,0.21,1.55,0.22,0.52,2.26,1.36,0.21,0.53,1.24,0.37,0.31,0.83,4.24,58.22,0.1,https://fbref.com/req/202302030/images/headshots/215f3907_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/cd051869.png,89.8,50.9,47.2,42.6,40.7,43.5,33.3,40.7,2.8,83.3,96.3,96.3,99.1,92.6,95.4,75.9,74.1,53.7,98.1,35.2,15.7,16.7,42.6,56.5,79.6,57.4,63.9
Christian Norgaard,30,MF,Brentford,65.08,96.3,20.83,46.3,Defensive-Minded,68.18,72.2,49.98,52.8,26.78,19.4,83.7,97.2,67.11,90.7,1.43,6.459183673469388,565.6,6.97,351.5,2024/2025,Premier League,31.4,0.14,0.1,0.16,0.11,1.25,45.56,0.82,37.18,0.11,16.62,0.13,0.04,4.92,0.13,0.22,0.03,0.5,0.45,1.56,0.24,0.62,1.66,1.56,0.62,1.56,1.34,57.53,0.1,https://fbref.com/req/202302030/images/headshots/df0a4c90_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/cd051869.png,88,74.1,70.4,78.7,75,55.6,45.4,58.3,39.8,65.7,60.2,12,68.5,12,13,65.7,8.3,67.6,99.1,83.3,83.3,88,91.7,85.2,28.7,52.8,59.3
Vitaly Janelt,26,MF,Brentford,43.45,24.1,11.85,0.9,Defensive-Minded,17.77,19.4,43.75,35.2,8.85,1.9,63.75,75.9,47.63,45.4,1.43,6.459183673469388,565.6,6.97,351.5,2024/2025,Premier League,25,0.03,0.02,0.04,0.03,0.56,42.21,0.82,34.82,0.1,16.59,0.12,0.09,3.19,0.09,0.12,0.02,0.25,0.68,0.88,0.14,0.58,1.32,0.76,0.63,1.08,1.52,51.47,0.09,https://fbref.com/req/202302030/images/headshots/8449d35e_2022.jpg,https://cdn.ssref.net/req/202510241/tlogo/fb/cd051869.png,66.7,11.1,14.8,34.3,34.3,14.8,37,44.4,45.4,63.9,54.6,46.3,20.4,1.9,4.6,6.5,14.8,27.8,94.4,56.5,52.8,89.8,64.8,63.9,36.1,25,29.6
